Street,Raw_Title,Number_of_Rooms,Price,Size_m2,District,URL,Latitude,Longitude,Dist_to_Metro_km,Nearest_Metro,District_Clean
Chłodna,"Mieszkanie umeblowane, ul. Chłodna",2.0,2800.0,39.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26590528.html",52.2358993,20.9830225,0.72,M2 - Rondo Daszyńskiego,Wola
Boguckiego,"Mieszkanie umeblowane, ul. Boguckiego",2.0,3000.0,36.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26578176.html",52.2631848,20.9825837,0.61,M1 - Plac Wilsona,Żoliborz
Tyszkiewicza,"Mieszkanie umeblowane, ul. Tyszkiewicza",2.0,2900.0,38.8,Młynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26445671.html",52.2421778,20.9670242,0.63,M2 - Młynów,Wola
Apartament umeblowany,Apartament umeblowany,1.0,2800.0,34.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard,przy-lesie/26537198.html",,,,,Praga-Południe
Rozłogi,"Mieszkanie 2-pokojowe, ul. Rozłogi",2.0,2800.0,50.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26593560.html",52.2235047,20.9006272,1.85,M2 - Bemowo,Bemowo
Walewska,"Apartament z ogródkiem, ul. Walewska",3.0,6500.0,66.0,Grochów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26600841.html",52.2404124,21.0759166,2.33,M2 - Stadion Narodowy,Praga-Południe
Słowackiego,"Mieszkanie umeblowane, ul. Słowackiego",4.0,6800.0,106.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26624233.html",52.2173448,20.997101,1.23,M1 - Pole Mokotowskie,Żoliborz
Krochmalna,"Apartament z miejscem parkingowym, ul. Krochmalna",2.0,6500.0,50.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26635785.html",52.2355906,20.9868433,0.71,M2 - Rondo Daszyńskiego,Wola
Stanisława Augusta,"Mieszkanie umeblowane, ul. Stanisława Augusta",1.0,2650.0,33.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/25880824.html",52.2449165,21.073432,2.05,M2 - Stadion Narodowy,Praga-Południe
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,7199.0,82.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/25821544.html",,,,,Mokotów
Sprzeczna,"Apartament z miejscem parkingowym, ul. Sprzeczna",2.0,4700.0,50.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26484378.html",52.2487785,21.0414373,0.21,M2 - Stadion Narodowy,Praga-Północ
Grzybowska,"Apartament z garażem, ul. Grzybowska",4.0,20000.0,144.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26559585.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Śródmieście
Woronicza,"Mieszkanie z garażem, ul. Woronicza",3.0,4350.0,59.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26642319.html",52.1880833,20.9886534,2.0,M1 - Racławicka,Mokotów
Jagiellońska,"Mieszkanie 2-pokojowe, ul. Jagiellońska",2.0,3999.0,41.0,Pelcowizna,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26332926.html",52.2652172,21.0210264,1.52,M2 - Dworzec Wileński,Praga-Północ
Wronia,"Mieszkanie 2-pokojowe, ul. Wronia",2.0,3900.0,40.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26272495.html",52.232145,20.986012,0.32,M2 - Rondo Daszyńskiego,Wola
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,6950.0,81.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26503005.html",,,,,Mokotów
Hoża,"Mieszkanie umeblowane, ul. Hoża",2.0,4000.0,52.5,Śródmieście Południowe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26389999.html",52.2244348,21.0060464,0.79,M1 - Centrum,Śródmieście
Łukowa,"Mieszkanie umeblowane, ul. Łukowa",1.0,2400.0,33.0,Służew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26572852.html",52.1753746,21.0421309,1.21,M1 - Służew,Mokotów
Skwer kard. Stefana Wyszyńskiego,"Apartament z garażem, Skwer kard. Stefana Wyszyńskiego",3.0,7500.0,108.0,Nowolipki,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/23173412.html",52.2395672,20.9829138,1.12,M2 - Rondo Daszyńskiego,Nowolipki
Kryształowa,"Apartament umeblowany, ul. Kryształowa",1.0,3700.0,41.12,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/22899678.html",52.2313934,20.9085245,0.83,M2 - Bemowo,Bemowo
Marszałkowska,"Mieszkanie 3-pokojowe, ul. Marszałkowska",3.0,5500.0,71.4,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26488458.html",52.2280455,21.0126388,0.36,M1 - Centrum,Śródmieście
Ordona,"Mieszkanie, ul. Ordona",1.0,2750.0,32.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26542779.html",52.2251577,20.9523665,1.39,M2 - Płocka,Wola
Prosta,"Apartament z ogródkiem, ul. Prosta",4.0,12500.0,77.0,Czyste,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26513727.html",52.2295665,20.9791244,0.33,M2 - Rondo Daszyńskiego,Wola
Dąbka,"Mieszkanie umeblowane, ul. Dąbka",2.0,2500.0,48.37,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,przy-lesie/26280001.html",52.1925784,20.889265,5.34,M2 - Bemowo,Ursus
Topiel,"Apartament 2-pokojowy, ul. Topiel",2.0,6000.0,55.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/22124329.html",52.2385774,21.025122,0.49,M2 - Centrum Nauki Kopernik,Śródmieście
Holzera,"Apartament z garażem, ul. Holzera",2.0,4200.0,44.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26589222.html",52.1552829,21.0843107,2.65,M1 - Natolin,Wilanów
Aleje Jerozolimskie,"Apartament z garażem, Aleje Jerozolimskie",2.0,3700.0,38.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26371748.html",52.2163542,20.9608778,1.96,M2 - Płocka,Włochy
Franciszkańska,"Apartament z garażem, ul. Franciszkańska",2.0,5000.0,56.0,Nowe Miasto,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/23754158.html",52.2525429,21.0041151,0.78,M1 - Dworzec Gdański,Śródmieście
Szeligowska,"Mieszkanie umeblowane, ul. Szeligowska",2.0,3950.0,47.0,Chrzanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26631550.html",52.2280412,20.8779945,2.62,M2 - Bemowo,Bemowo
Drwęcka,"Apartament z garażem, ul. Drwęcka",3.0,5800.0,72.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26641792.html",52.2546305,21.07697,2.29,M2 - Targówek Mieszkaniowy,Praga-Południe
Lazurowa,"Apartament umeblowany, ul. Lazurowa",1.0,2800.0,38.35,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26633255.html",52.222438,20.8963416,2.09,M2 - Bemowo,Bemowo
Kopalniana,"Mieszkanie umeblowane, ul. Kopalniana",2.0,3100.0,36.0,Chrzanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26636149.html",52.2187285,20.8907394,2.65,M2 - Bemowo,Bemowo
Trąby,"Mieszkanie z garażem, ul. Trąby",2.0,3000.0,51.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26594320.html",52.3438104,20.9410962,5.95,M1 - Młociny,Białołęka
Wolska,"Mikrokawalerka umeblowana, ul. Wolska",1.0,2150.0,17.5,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26404686.html",52.228927,20.9501263,1.23,M2 - Księcia Janusza,Wola
Stryjeńskich,"Mieszkanie umeblowane, ul. Stryjeńskich",2.0,2950.0,54.6,Kabaty,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25819244.html",52.1389938,21.0480835,0.54,M1 - Natolin,Ursynów
Pokorna,"Apartament z garażem, ul. Pokorna",3.0,7500.0,78.0,Muranów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26394714.html",52.2548097,20.993034,0.34,M1 - Dworzec Gdański,Śródmieście
Wolska,"Apartament z garażem, ul. Wolska",2.0,4300.0,44.0,Młynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/22891115.html",52.228927,20.9501263,1.23,M2 - Księcia Janusza,Wola
Czerska,"Mieszkanie umeblowane, ul. Czerska",2.0,3500.0,62.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26624351.html",52.2051223,21.0455729,2.38,M1 - Racławicka,Mokotów
Siemiatycka,"Mieszkanie umeblowane, ul. Siemiatycka",3.0,3200.0,50.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26514393.html",52.2252409,20.9038055,1.58,M2 - Bemowo,Bemowo
Złoty Potok,"Apartament z miejscem parkingowym, ul. Złoty Potok",2.0,3350.0,47.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26621145.html",52.1617598,20.9945539,2.22,M1 - Ursynów,Ursynów
Domaniewska,"Apartament 2-pokojowy, ul. Domaniewska",2.0,3500.0,34.38,Służew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26373612.html",52.183472,21.0129242,0.76,M1 - Wierzbno,Mokotów
Prosta,"Apartament z garażem, ul. Prosta",2.0,6800.0,42.81,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26242825.html",52.2295665,20.9791244,0.33,M2 - Rondo Daszyńskiego,Wola
Jana III Sobieskiego,"Mieszkanie umeblowane, ul. Jana III Sobieskiego",2.0,3600.0,38.0,Sadyba,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26505930.html",52.1821697,21.055142,2.19,M1 - Wilanowska,Mokotów
Łucka,"Apartament z garażem, ul. Łucka",3.0,5500.0,125.0,Mirów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26462795.html",52.2326885,20.9898553,0.53,M2 - Rondo Daszyńskiego,Śródmieście
Apartament 3-pokojowy,Apartament 3-pokojowy,3.0,6600.0,58.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/25952467.html",,,,,Wola
Solipska,"Mieszkanie umeblowane, ul. Solipska",2.0,3500.0,41.25,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26517379.html",52.200629,20.9115415,4.2,M2 - Bemowo,Włochy
Apartament 2-pokojowy,Apartament 2-pokojowy,2.0,5950.0,53.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26160103.html",,,,,Wola
Szeligowska,"Mieszkanie umeblowane, ul. Szeligowska",2.0,2995.0,37.25,Chrzanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26631549.html",52.2280412,20.8779945,2.62,M2 - Bemowo,Bemowo
Krochmalna,"Apartament z miejscem parkingowym, ul. Krochmalna",2.0,13000.0,66.89,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/25973922.html",52.2355906,20.9868433,0.71,M2 - Rondo Daszyńskiego,
Szybka,"Mieszkanie z garażem, ul. Szybka",2.0,4000.0,54.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26522748.html",52.2014541,20.9446277,3.89,M2 - Płocka,Ochota
Romaszewskiego,"Apartament z garażem, ul. Romaszewskiego",2.0,2600.0,44.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26582159.html",52.2703114,20.9545726,0.78,M1 - Słodowiec,Bielany
Powsińska,"Apartament z miejscem parkingowym, ul. Powsińska",4.0,9500.0,80.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26618360.html",52.1850804,21.0658519,2.96,M1 - Wilanowska,Mokotów
Arabska,"Apartament z garażem, ul. Arabska",2.0,4000.0,47.29,Saska Kępa,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26573937.html",52.2227475,21.0685,3.21,M2 - Centrum Nauki Kopernik,Praga-Południe
Pileckiego,"Mieszkanie umeblowane, ul. Pileckiego",2.0,3250.0,54.0,Natolin,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26641624.html",52.1505629,21.0287624,0.92,M1 - Stokłosy,Ursynów
Chmielna,"Mieszkanie umeblowane, ul. Chmielna",2.0,3700.0,37.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26362342.html",52.2283179,20.9964806,0.56,M2 - Rondo ONZ,Śródmieście
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,6800.0,109.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26399781.html",,,,,Wilanów
Chełmońskiego,"Mieszkanie umeblowane, ul. Chełmońskiego",2.0,2500.0,42.0,Skorosze,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/25823278.html",52.192704,20.9000716,5.16,M2 - Bemowo,Skorosze
Mikrokawalerka umeblowana,Mikrokawalerka umeblowana,1.0,2500.0,21.5,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26224846.html",,,,,Śródmieście
Libijska,"Apartament z garażem, ul. Libijska",2.0,2900.0,54.0,Saska Kępa,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26441495.html",52.2240906,21.0760388,3.42,M2 - Stadion Narodowy,Praga-Południe
Starodęby,"Apartament z miejscem parkingowym, ul. Starodęby",4.0,7700.0,117.0,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26635803.html",52.1841021,20.8976206,6.13,M2 - Bemowo,Ursus
Sokołowska,"Apartament z garażem, ul. Sokołowska",2.0,3100.0,44.93,Młynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26618054.html",52.2343843,20.9601303,0.46,M2 - Młynów,Wola
Kłopotowskiego,"Apartament 2-pokojowy, ul. Kłopotowskiego",2.0,3400.0,44.0,Stara Praga,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26581684.html",52.2519126,21.0353098,0.27,M2 - Dworzec Wileński,Praga-Północ
Wiejska,"Mieszkanie umeblowane, ul. Wiejska",3.0,14000.0,156.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26223846.html",52.225429,21.0264666,1.06,M1 - Politechnika,Śródmieście
Liwiecka,"Mieszkanie umeblowane, ul. Liwiecka",4.0,4950.0,90.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26242404.html",52.2416592,21.1180519,5.11,M2 - Stadion Narodowy,Praga-Południe
Aleje Jerozolimskie,"Mieszkanie umeblowane, Aleje Jerozolimskie",2.0,4500.0,46.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26623640.html",52.2163542,20.9608778,1.96,M2 - Płocka,Ochota
Dobra,"Mieszkanie umeblowane, ul. Dobra",1.0,3500.0,40.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26153731.html",52.2392752,21.0271997,0.32,M2 - Centrum Nauki Kopernik,Śródmieście
Aleja Solidarności,"Apartament dwupoziomowy, Aleja Solidarności",2.0,5700.0,53.38,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26622195.html",52.2553062,21.0364386,0.17,M2 - Dworzec Wileński,Wola
Cybernetyki,"Apartament 2-pokojowy, ul. Cybernetyki",2.0,4200.0,43.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26488666.html",52.1772752,20.9903564,2.28,M1 - Wilanowska,Mokotów
Teodorowicza,"Apartament z garażem, ul. Teodorowicza",3.0,6000.0,65.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26514404.html",52.1595788,21.0764745,2.37,M1 - Imielin,Wilanów
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,7000.0,70.0,Kabaty,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,nad-jeziorem/26564905.html",,,,,Ursynów
Łukowa,"Mieszkanie umeblowane, ul. Łukowa",4.0,4600.0,75.0,Służew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26485494.html",52.1753746,21.0421309,1.21,M1 - Służew,Mokotów
Sulmierzycka,"Mieszkanie umeblowane, ul. Sulmierzycka",2.0,2600.0,38.0,Rakowiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26420920.html",52.1924632,20.9714549,2.89,M1 - Racławicka,Ochota
Powsińska,"Mieszkanie umeblowane, ul. Powsińska",4.0,9500.0,80.0,Sadyba,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26571587.html",52.1850804,21.0658519,2.96,M1 - Wilanowska,Mokotów
Mieszkanie umeblowane,Mieszkanie umeblowane,3.0,5200.0,79.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/25462173.html",,,,,Mokotów
Apartament 2-pokojowy Warszawa,Apartament 2-pokojowy Warszawa,2.0,13000.0,80.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/25749385.html",,,,,Śródmieście
Biały Kamień,"Mieszkanie umeblowane, ul. Biały Kamień",2.0,4150.0,45.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26342758.html",52.2057927,20.9960278,0.87,M1 - Pole Mokotowskie,Mokotów
Samochodowa,"Kawalerka umeblowana, ul. Samochodowa",1.0,2725.0,26.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/21974297.html",52.1861289,21.0075054,0.81,M1 - Wierzbno,Mokotów
Lazurowa,"Mieszkanie z garażem, ul. Lazurowa",2.0,3000.0,42.93,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26631192.html",52.222438,20.8963416,2.09,M2 - Bemowo,Bemowo
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,3100.0,41.0,Śródmieście Południowe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26563689.html",,,,,Śródmieście
Konstancińska,"Mieszkanie 3-pokojowe, ul. Konstancińska",3.0,2900.0,48.0,Czerniaków,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26557943.html",52.1890384,21.0580768,2.57,M1 - Wilanowska,Mokotów
Prosta,"Apartament z garażem, ul. Prosta",3.0,13500.0,85.0,Czyste,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/25841983.html",52.2295665,20.9791244,0.33,M2 - Rondo Daszyńskiego,Wola
Makuszyńskiego,"Mieszkanie 2-pokojowe, ul. Makuszyńskiego",2.0,3500.0,42.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26616858.html",52.2768974,20.9572668,0.19,M1 - Słodowiec,Bielany
Bednarska,"Mieszkanie umeblowane, ul. Bednarska",3.0,7500.0,89.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26521716.html",52.2458384,21.0205035,0.96,M2 - Centrum Nauki Kopernik,Śródmieście
Egejska,"Mieszkanie, ul. Egejska",4.0,3500.0,63.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26620649.html",52.1793087,21.0577746,2.37,M1 - Służew,Mokotów
Apartament z ogródkiem,Apartament z ogródkiem,2.0,8500.0,64.0,Czerniaków,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26443552.html",,,,,Mokotów
Śródziemnomorska,"Mieszkanie umeblowane, ul. Śródziemnomorska",2.0,3400.0,47.0,Stegny,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26479755.html",52.1755646,21.0473857,1.57,M1 - Służew,Mokotów
Łucka,"Mieszkanie umeblowane, ul. Łucka",3.0,6350.0,70.5,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/25430583.html",52.2326885,20.9898553,0.53,M2 - Rondo Daszyńskiego,Wola
Rydygiera,"Apartament 3-pokojowy, ul. Rydygiera",3.0,5990.0,66.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26579089.html",52.2603619,20.9812923,0.94,M1 - Plac Wilsona,Żoliborz
Aleje Ujazdowskie,"Mieszkanie z aneksem, Aleje Ujazdowskie",4.0,9000.0,102.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26532080.html",52.2147229,21.026418,0.91,M1 - Politechnika,Śródmieście
Kolejowa,"Apartament z miejscem parkingowym, ul. Kolejowa",2.0,5400.0,50.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26454623.html",52.2264301,20.9843274,0.34,M2 - Rondo Daszyńskiego,Wola
Grzybowska,"Mieszkanie 2-pokojowe, ul. Grzybowska",2.0,5350.0,42.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26621552.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Wola
Łopianowa,"Apartament z garażem, ul. Łopianowa",2.0,2890.0,44.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26068069.html",52.3059164,20.9913315,2.93,M2 - Bródno,Białołęka
Łopuszańska,"Apartament z garażem, ul. Łopuszańska",3.0,3800.0,65.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26581622.html",52.1923491,20.9471102,4.52,M1 - Racławicka,Włochy
Koszykowa,"Mieszkanie umeblowane, ul. Koszykowa",2.0,3900.0,39.0,Centrum,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26507402.html",52.2229542,21.0149503,0.44,M1 - Politechnika,Śródmieście
Jana Kazimierza,"Mieszkanie z garażem, ul. Jana Kazimierza",2.0,3650.0,48.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,przy-lesie/26618537.html",52.2215151,20.9317555,1.96,M2 - Ulrychów,Wola
Tamka,"Mieszkanie 3-pokojowe, ul. Tamka",3.0,6800.0,66.85,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26615273.html",52.2392634,21.0301997,0.16,M2 - Centrum Nauki Kopernik,Śródmieście
Plac Wojska Polskiego,"Mieszkanie umeblowane, Plac Wojska Polskiego",3.0,3500.0,63.0,Wesoła,"https://warszawa.nieruchomosci-online.pl/mieszkanie,przy-lesie/26618614.html",52.2571325,21.2275707,11.9,M2 - Trocka,Wesoła
Nasienna,"Apartament z miejscem parkingowym, ul. Nasienna",4.0,6000.0,90.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26277812.html",52.1907655,20.9436499,4.79,M1 - Racławicka,Włochy
Krochmalna,"Apartament 2-pokojowy, ul. Krochmalna",2.0,5000.0,29.51,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25178433.html",52.2355906,20.9868433,0.71,M2 - Rondo Daszyńskiego,Wola
Aleje Jerozolimskie,"Apartament z miejscem parkingowym, Aleje Jerozolimskie",1.0,2000.0,25.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26624195.html",52.2163542,20.9608778,1.96,M2 - Płocka,Włochy
Majdańska,"Mieszkanie 2-pokojowe, ul. Majdańska",2.0,2500.0,42.63,Grochów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26436786.html",52.2414998,21.0900715,3.23,M2 - Stadion Narodowy,Praga-Południe
Kazury,"Mieszkanie umeblowane, ul. Kazury",3.0,3290.0,61.0,Natolin,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26565387.html",52.1396246,21.0437732,0.84,M1 - Natolin,Ursynów
Rumiana,"Apartament z garażem, ul. Rumiana",5.0,13000.0,175.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25690957.html",52.1735791,21.0767513,3.37,M1 - Stokłosy,Wilanów
Rozbrat,"Mieszkanie umeblowane, ul. Rozbrat",3.0,8900.0,94.0,Solec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26615888.html",52.2295962,21.0311557,1.21,M2 - Nowy Świat-Uniwersytet,Śródmieście
Zdziechowskiego,"Apartament z miejscem parkingowym, ul. Zdziechowskiego",2.0,3100.0,36.12,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26509663.html",52.1846745,21.011016,0.72,M1 - Wierzbno,Mokotów
Apartament 5-pokojowy,Apartament 5-pokojowy,5.0,22000.0,125.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26214390.html",,,,,Wola
Obrzeżna,"Apartament z garażem, ul. Obrzeżna",2.0,7000.0,67.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26624331.html",52.1712479,20.9985342,1.82,M1 - Służew,Mokotów
Sarmacka,"Apartament z garażem, ul. Sarmacka",3.0,6500.0,99.0,Miasteczko Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26507145.html",52.1579934,21.0810414,2.58,M1 - Imielin,Wilanów
