Street,Raw_Title,Number_of_Rooms,Price,Size_m2,District,URL,Latitude,Longitude,Dist_to_Metro_km,Nearest_Metro,District_Clean
Turmoncka,"Mieszkanie z miejscem parkingowym, ul. Turmoncka",2.0,2700.0,43.0,Targówek,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26460852.html",52.299505,21.0414172,1.15,M2 - Bródno,Targówek
Bitwy Warszawskiej 1920 r.,"Apartament z miejscem parkingowym, ul. Bitwy Warszawskiej 1920 r.",4.0,6000.0,150.0,Stara Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26624412.html",52.2126221,20.9731209,2.02,M2 - Rondo Daszyńskiego,Ochota
Wiślicka,"Mieszkanie 2-pokojowe, ul. Wiślicka",2.0,2800.0,36.5,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26562634.html",52.2035987,20.9775282,2.15,M1 - Pole Mokotowskie,Ochota
Pustelnicka,"Mieszkanie umeblowane, ul. Pustelnicka",2.0,2900.0,34.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26361343.html",52.2404383,21.1053809,4.28,M2 - Stadion Narodowy,Praga-Południe
Grochowska,"Kawalerka, ul. Grochowska",1.0,2450.0,26.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26380396.html",52.2363948,21.1220239,5.49,M2 - Stadion Narodowy,Praga-Południe
Mieszkanie 2-pokojowe,Mieszkanie 2-pokojowe,2.0,3200.0,39.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25398882.html",,,,,Wola
Stanisława Augusta,"Apartament z garażem, ul. Stanisława Augusta",4.0,16500.0,109.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,nad-jeziorem/26617491.html",52.2449165,21.073432,2.05,M2 - Stadion Narodowy,Praga-Południe
Ossowskiego,"Mieszkanie umeblowane, ul. Ossowskiego",2.0,3600.0,37.0,Targówek Mieszkaniowy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26631590.html",52.2693043,21.0538802,0.07,M2 - Targówek Mieszkaniowy,Targówek Mieszkaniowy
Karolkowa,"Apartament 2-pokojowy, ul. Karolkowa",2.0,5200.0,40.0,Czyste,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26529191.html",52.2313789,20.9776777,0.48,M2 - Rondo Daszyńskiego,Wola
Biały Kamień,"Apartament z garażem, ul. Biały Kamień",4.0,8500.0,93.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-kuchnia-w-zabudowie/26516127.html",52.2057927,20.9960278,0.87,M1 - Pole Mokotowskie,Mokotów
Taśmowa,"Mieszkanie umeblowane, ul. Taśmowa",3.0,10500.0,85.0,Służewiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26595917.html",52.1790604,20.9897501,2.25,M1 - Wierzbno,Mokotów
Milenijna,"Mieszkanie umeblowane, ul. Milenijna",4.0,5500.0,105.8,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26616295.html",52.3208762,20.9685498,4.29,M1 - Młociny,Białołęka
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2300.0,33.38,Nowolipki,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26497672.html",,,,,Nowolipki
Grupy AK Północ,"Mieszkanie umeblowane, ul. Grupy AK Północ",2.0,3500.0,53.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26596125.html",52.2104817,21.0586017,3.13,M1 - Politechnika,Mokotów
Urodzajna,"Apartament 3-pokojowy, ul. Urodzajna",3.0,7500.0,97.0,Wilanów Niski,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26405215.html",52.1690761,21.0786304,3.12,M1 - Imielin,Wilanów
Chocimska,"Apartament 3-pokojowy, ul. Chocimska",3.0,6900.0,74.0,Śródmieście Południowe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26385097.html",52.2109478,21.0228373,1.04,M1 - Politechnika,Śródmieście
Sarmacka,"Apartament z miejscem parkingowym, ul. Sarmacka",3.0,6900.0,88.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26618654.html",52.1579934,21.0810414,2.58,M1 - Imielin,
Niedźwiedzia,"Apartament z ogródkiem, ul. Niedźwiedzia",4.0,12000.0,165.0,Służew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/24478899.html",52.1763736,21.0249961,0.43,M1 - Służew,Mokotów
Kolejowa,"Apartament z garażem, ul. Kolejowa",3.0,8000.0,75.68,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26542690.html",52.2264301,20.9843274,0.34,M2 - Rondo Daszyńskiego,Wola
Karolkowa,"Apartament 2-pokojowy, ul. Karolkowa",2.0,5800.0,49.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26114723.html",52.2313789,20.9776777,0.48,M2 - Rondo Daszyńskiego,Wola
Tamka,"Mieszkanie umeblowane, ul. Tamka",2.0,2999.0,42.7,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26618831.html",52.2392634,21.0301997,0.16,M2 - Centrum Nauki Kopernik,Śródmieście
Jagiellońska,"Apartament 2-pokojowy, ul. Jagiellońska",2.0,3900.0,44.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26610743.html",52.2652172,21.0210264,1.52,M2 - Dworzec Wileński,Praga-Północ
Madalińskiego,"Mieszkanie umeblowane, ul. Madalińskiego",2.0,2500.0,40.0,Górny Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26642332.html",52.202009,21.0028321,0.77,M1 - Racławicka,Mokotów
Mieszkanie 3-pokojowe Warszawa,Mieszkanie 3-pokojowe Warszawa,3.0,13500.0,88.37,Stara Praga,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26458532.html",,,,,Praga-Północ
Gwiaździsta,"Apartament z garażem, ul. Gwiaździsta",2.0,2500.0,45.1,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26599681.html",52.2839185,20.9801861,1.5,M1 - Marymont,Żoliborz
Mieszkanie z garażem Warszawa,Mieszkanie z garażem Warszawa,2.0,3750.0,54.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26552290.html",,,,,Mokotów
Łowicka,"Apartament z garażem, ul. Łowicka",2.0,5500.0,77.0,Stary Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26641026.html",52.2014756,21.005467,0.58,M1 - Racławicka,Mokotów
Parkowa,"Apartament z garażem, ul. Parkowa",3.0,19500.0,146.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26054195.html",52.2071408,21.031733,1.63,M1 - Racławicka,Śródmieście
Leszczyńska,"Apartament z garażem, ul. Leszczyńska",1.0,6764.0,51.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26585118.html",52.2402954,21.0245247,0.48,M2 - Centrum Nauki Kopernik,Śródmieście
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2500.0,30.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26613682.html",,,,,Wola
Chełmżyńska,"Apartament z garażem, ul. Chełmżyńska",3.0,2900.0,52.02,Rembertów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26566266.html",52.2787352,20.9453259,0.31,M1 - Stare Bielany,Rembertów
Rejsu,"Apartament z garażem, ul. Rejsu",2.0,3750.0,54.0,Marina Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/22450383.html",52.194319,20.9874761,1.77,M1 - Racławicka,Mokotów
Lokajskiego,"Mieszkanie umeblowane, ul. Lokajskiego",2.0,3000.0,48.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26405930.html",52.1390073,21.0648364,0.6,M1 - Natolin,Ursynów
Optyków,"Mieszkanie umeblowane, ul. Optyków",2.0,3000.0,45.09,Gocław,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26400282.html",52.2320182,21.1099751,4.84,M2 - Stadion Narodowy,Praga-Południe
Mieszkanie umeblowane,Mieszkanie umeblowane,1.0,2100.0,32.3,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26622201.html",,,,,Białołęka
Stawki,"Apartament 3-pokojowy, ul. Stawki",3.0,5000.0,65.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26594779.html",52.2538504,20.99304,0.44,M1 - Dworzec Gdański,Śródmieście
Szwedzka,"Apartament z garażem, ul. Szwedzka",2.0,3200.0,39.0,Nowa Praga,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26524284.html",52.2634709,21.0455232,0.06,M2 - Szwedzka,Praga-Północ
Ogrodowa,"Mieszkanie umeblowane, ul. Ogrodowa",2.0,4000.0,44.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26612280.html",52.2395897,20.9912769,0.85,M1/M2 - Świętokrzyska,Wola
Wiktoryn,"Apartament 2-pokojowy, ul. Wiktoryn",2.0,2790.0,34.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26390140.html",52.1964511,20.9349821,4.68,M2 - Płocka,Włochy
Mieszkanie z garażem Warszawa,Mieszkanie z garażem Warszawa,3.0,6100.0,60.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26628701.html",,,,,Żoliborz
Prosta,"Apartament z garażem, ul. Prosta",5.0,23500.0,125.0,Czyste,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m5,z-aneksem-kuchennym/26571551.html",52.2295665,20.9791244,0.33,M2 - Rondo Daszyńskiego,Wola
Okopowa,"Apartament z garażem, ul. Okopowa",3.0,8000.0,90.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25931289.html",52.2399775,20.9774655,0.99,M2 - Płocka,Wola
Konstancińska,"Mieszkanie, ul. Konstancińska",1.0,2700.0,36.6,Sadyba,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26580897.html",52.1890384,21.0580768,2.57,M1 - Wilanowska,Mokotów
Mangalia,"Apartament 2-pokojowy, ul. Mangalia",2.0,4000.0,47.08,Stegny,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/25841174.html",52.1877685,21.0489525,1.94,M1 - Wilanowska,Mokotów
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,3.0,2600.0,56.5,Szmulowizna,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26600096.html",,,,,Praga-Północ
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,7600.0,83.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26445791.html",,,,,Śródmieście
Wąwozowa,"Mieszkanie umeblowane, ul. Wąwozowa",3.0,4000.0,100.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26599243.html",52.1312561,21.0564056,0.69,M1 - Kabaty,Ursynów
Żaglowa,"Apartament z garażem, ul. Żaglowa",2.0,4000.0,57.46,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26312555.html",52.1937348,20.9871877,1.81,M1 - Racławicka,Mokotów
Domaniewska,"Apartament z miejscem parkingowym, ul. Domaniewska",3.0,8000.0,60.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26618359.html",52.183472,21.0129242,0.76,M1 - Wierzbno,Mokotów
Mokotowska,"Mieszkanie 2-pokojowe, ul. Mokotowska",2.0,4400.0,48.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/24654043.html",52.2210328,21.0187205,0.34,M1 - Politechnika,Śródmieście
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,2.0,4500.0,40.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,nad-jeziorem/26578779.html",,,,,Mokotów
Szwedzka,"Apartament z miejscem parkingowym, ul. Szwedzka",3.0,5550.0,85.59,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26564244.html",52.2634709,21.0455232,0.06,M2 - Szwedzka,Praga-Północ
Hennela,"Apartament 2-pokojowy, ul. Hennela",2.0,2950.0,37.0,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26624418.html",52.2001484,20.892167,4.48,M2 - Bemowo,Ursus
Apartament z garażem,Apartament z garażem,4.0,11000.0,100.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/25755504.html",,,,,Wola
Malborska,"Mieszkanie 2-pokojowe, ul. Malborska",2.0,3000.0,60.19,Bródno,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26471948.html",52.2969613,21.0549206,1.44,M2 - Kondratowicza,Bródno
Foksal,"Mieszkanie umeblowane, ul. Foksal",3.0,8000.0,82.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26635795.html",52.2335177,21.0199756,0.37,M2 - Nowy Świat-Uniwersytet,Śródmieście
Taylora,"Mieszkanie 2-pokojowe, ul. Taylora",2.0,3500.0,45.0,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26452246.html",52.2025977,20.8776362,4.64,M2 - Bemowo,Ursus
Rakowiecka,"Mieszkanie 2-pokojowe, ul. Rakowiecka",2.0,4350.0,50.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26575360.html",52.2076657,21.0090166,0.12,M1 - Pole Mokotowskie,Mokotów
Twarda,"Mieszkanie 3-pokojowe, ul. Twarda",3.0,5500.0,90.0,Mirów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26441712.html",52.2319554,20.9960857,0.26,M2 - Rondo ONZ,Śródmieście
Aleja Rzeczypospolitej,"Apartament z garażem, Aleja Rzeczypospolitej",2.0,3700.0,44.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26605108.html",52.1586816,21.0744716,2.21,M1 - Imielin,Wilanów
Ząbkowska,"Mieszkanie umeblowane, ul. Ząbkowska",3.0,5500.0,57.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26086337.html",52.2536406,21.0413016,0.47,M2 - Dworzec Wileński,Praga-Północ
Bernardyńska,"Apartament z miejscem parkingowym, ul. Bernardyńska",2.0,5500.0,55.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26114036.html",52.193535,21.0622713,3.04,M1 - Wilanowska,Mokotów
Aleja Wilanowska,"Mieszkanie umeblowane, Aleja Wilanowska",3.0,3800.0,57.0,Służew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26616736.html",52.1698941,21.0671001,2.59,M1 - Stokłosy,Mokotów
Wynalazek,"Mieszkanie umeblowane, ul. Wynalazek",2.0,3600.0,48.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26536965.html",52.1798947,20.993742,1.97,M1 - Wierzbno,Mokotów
Aleja Jana Pawła II,"Apartament z garażem, Aleja Jana Pawła II",4.0,8000.0,126.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-oddzielna-kuchnia/26431892.html",52.2554337,20.9823874,0.94,M1 - Dworzec Gdański,Wola
Królewska,"Mieszkanie umeblowane, ul. Królewska",3.0,3300.0,72.3,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26409443.html",52.2396316,21.0112145,0.55,M2 - Nowy Świat-Uniwersytet,Śródmieście
Chmielna,"Apartament z miejscem parkingowym, ul. Chmielna",2.0,5000.0,35.5,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26641386.html",52.2283179,20.9964806,0.56,M2 - Rondo ONZ,Śródmieście
Mikrokawalerka umeblowana,Mikrokawalerka umeblowana,1.0,2400.0,21.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26371155.html",,,,,Śródmieście
Mysikrólika,"Mieszkanie umeblowane, ul. Mysikrólika",3.0,3250.0,70.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26624247.html",52.1474594,21.0179977,1.63,M1 - Stokłosy,Ursynów
Nowolipie,"Mieszkanie umeblowane, ul. Nowolipie",1.0,2400.0,28.45,Muranów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26513702.html",52.243769,20.9938431,0.51,M1 - Ratusz Arsenał,Śródmieście
Puławska,"Mieszkanie umeblowane, ul. Puławska",2.0,2500.0,38.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26631097.html",52.2040729,21.0232843,0.96,M1 - Racławicka,Mokotów
Mieszkanie umeblowane,Mieszkanie umeblowane,4.0,5550.0,63.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-kuchnia-z-oknem/26448812.html",,,,,Ursynów
Złota,"Mieszkanie umeblowane, ul. Złota",1.0,4360.0,45.94,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26573422.html",52.2303973,20.9998686,0.29,M2 - Rondo ONZ,
Łucka,"Mieszkanie, ul. Łucka",4.0,10000.0,167.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26461393.html",52.2326885,20.9898553,0.53,M2 - Rondo Daszyńskiego,Wola
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2700.0,41.38,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,nad-rzeka/26295891.html",,,,,Białołęka
Apartament z miejscem parkingowym Warszawa,Apartament z miejscem parkingowym Warszawa,2.0,5000.0,43.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26582764.html",,,,,Śródmieście
Batystowa,"Mieszkanie umeblowane, ul. Batystowa",3.0,6500.0,64.5,Moczydło,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26012856.html",52.128657,21.0533884,0.93,M1 - Kabaty,Moczydło
Zgierska,"Mikrokawalerka na parterze, ul. Zgierska",1.0,2500.0,20.0,Grochów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26561222.html",52.2389262,21.0899727,3.3,M2 - Stadion Narodowy,Praga-Południe
Książkowa,"Mieszkanie umeblowane, ul. Książkowa",2.0,2250.0,40.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,przy-lesie/26569069.html",52.3285976,20.948692,4.41,M1 - Młociny,Białołęka
Kobielska,"Mieszkanie umeblowane, ul. Kobielska",2.0,2790.0,37.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26577845.html",52.2475821,21.0785494,2.37,M2 - Stadion Narodowy,Praga-Południe
Chorągwi Pancernej,"Apartament z garażem, ul. Chorągwi Pancernej",3.0,6800.0,100.0,Wilanów Niski,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/25845534.html",52.1732471,21.0816407,3.6,M1 - Imielin,Wilanów
Szwedzka,"Apartament z miejscem parkingowym, ul. Szwedzka",1.0,3360.0,49.97,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26306256.html",52.2634709,21.0455232,0.06,M2 - Szwedzka,Praga-Północ
Mińska,"Mieszkanie umeblowane, ul. Mińska",2.0,3000.0,40.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26415514.html",52.2495627,21.0642366,1.41,M2 - Stadion Narodowy,Praga-Południe
Powstańców Śląskich,"Mieszkanie umeblowane, ul. Powstańców Śląskich",3.0,3900.0,53.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26552206.html",52.2520821,20.9130983,1.52,M2 - Bemowo,Bemowo
Waliców,"Apartament z miejscem parkingowym, ul. Waliców",4.0,23600.0,120.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26222548.html",52.2342516,20.9927584,0.48,M2 - Rondo ONZ,Wola
Kłobucka,"Apartament z miejscem parkingowym, ul. Kłobucka",2.0,2700.0,32.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26621144.html",52.1665927,20.9924467,2.32,M1 - Służew,Ursynów
Sielecka,"Mieszkanie umeblowane, ul. Sielecka",1.0,2500.0,32.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26624312.html",52.2041122,21.0392465,1.93,M1 - Racławicka,Mokotów
Jana III Sobieskiego,"Apartament dwupoziomowy, ul. Jana III Sobieskiego",5.0,12000.0,150.0,Sielce,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-w-zabudowie/26261856.html",52.1821697,21.055142,2.19,M1 - Wilanowska,Mokotów
Dzielna,"Apartament 2-pokojowy, ul. Dzielna",2.0,4700.0,48.0,Nowolipki,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/22301012.html",52.2451197,20.9881414,0.9,M1 - Ratusz Arsenał,Nowolipki
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,3.0,7600.0,63.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26622197.html",,,,,Wola
Apartament 3-pokojowy,Apartament 3-pokojowy,3.0,6400.0,70.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26291032.html",,,,,Praga-Północ
Pokorna,"Apartament z garażem, ul. Pokorna",3.0,10900.0,95.0,Śródmieście Północne,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26630921.html",52.2548097,20.993034,0.34,M1 - Dworzec Gdański,Śródmieście
Stawki,"Apartament umeblowany, ul. Stawki",1.0,2500.0,36.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-kuchnia-z-oknem/26624402.html",52.2538504,20.99304,0.44,M1 - Dworzec Gdański,Śródmieście
Apartament 3-pokojowy,Apartament 3-pokojowy,3.0,6950.0,85.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,przy-lesie/25674785.html",,,,,Śródmieście
Racławicka,"Mieszkanie umeblowane, ul. Racławicka",4.0,7900.0,92.0,Rakowiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26466983.html",52.1988637,21.0122349,0.04,M1 - Racławicka,Ochota
Ceramiczna,"Mieszkanie 3-pokojowe, ul. Ceramiczna",3.0,3400.0,59.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26629327.html",52.3214509,20.9644169,4.17,M1 - Młociny,Białołęka
Apartament 3-pokojowy,Apartament 3-pokojowy,3.0,8800.0,63.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26545582.html",,,,,Mokotów
Mokotowska,"Mieszkanie umeblowane, ul. Mokotowska",3.0,7900.0,84.0,Śródmieście Południowe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26464298.html",52.2210328,21.0187205,0.34,M1 - Politechnika,Śródmieście
Jagiellońska,"Mieszkanie umeblowane, ul. Jagiellońska",2.0,4200.0,46.0,Pelcowizna,"https://warszawa.nieruchomosci-online.pl/mieszkanie,przy-lesie/26564390.html",52.2652172,21.0210264,1.52,M2 - Dworzec Wileński,Praga-Północ
Bitwy Warszawskiej 1920 r.,"Apartament z ogródkiem, ul. Bitwy Warszawskiej 1920 r.",4.0,6000.0,125.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26642704.html",52.2126221,20.9731209,2.02,M2 - Rondo Daszyńskiego,
